Type,Place,Year,Foreign Number,Foreign Income,Local Number,Local Income
Botanical Garden,Mirijawila,2022,406.5,966700.0,53197.0,4701990.0
Botanical Garden,Mirijjawila Botanical Garden,2022,630.0,1466462.5,71475.25,6147280.0
Botanical Garden,Peradeniya,2022,170302.6666666667,357896813.3333333,771731.3333333333,85154020.0
Conservation Forest,Adahalena Ella (Galle),2022,0.0,0.0,0.0,0.0
Conservation Forest,Badagamuwa Ecological Zone,2022,0.0,0.0,0.0,0.0
Conservation Forest,Badulla,2022,0.0,0.0,0.0,0.0
Conservation Forest,Badulla Haputhale,2022,0.0,0.0,0.0,0.0
Conservation Forest,Dolukanda,2022,0.0,0.0,0.0,0.0
Conservation Forest,Ek Gal Oya,2022,0.0,0.0,0.0,0.0
Conservation Forest,Gal Oya,2022,0.0,0.0,0.0,0.0
Conservation Forest,Galwila Eco Park,2022,0.0,0.0,0.0,0.0
Conservation Forest,Geradigala,2022,0.0,0.0,0.0,0.0
Conservation Forest,Hurulu Eco Park,2022,60167.666666666664,94906060.66666666,36177.333333333336,5379177.0
Conservation Forest,Kande Ela Forest,2022,0.0,0.0,247.33333333333334,8896.0
Conservation Forest,Kande Ela Nuwara Eliya,2022,0.0,0.0,0.0,0.0
Conservation Forest,Kanneliya Conservation Forest,2022,1440.0,1343707.3333333335,28812.333333333336,1877145.0
Conservation Forest,Knuckles Conservation Forest,2022,12151.666666666666,2140312.0,94869.0,5103819.0
Conservation Forest,Kottawa Conservation Forest,2022,146.0,82888.66666666666,1089.6666666666667,55577.0
Conservation Forest,Kurulukele,2022,0.0,0.0,1176.6666666666667,63326.666666666664
Conservation Forest,Makandawa Conservation Forest,2022,371.3333333333333,274435.3333333333,994.0,53452.0
Conservation Forest,Mandaramnuwara,2022,0.0,0.0,0.0,0.0
Conservation Forest,Nuwaragala,2022,0.0,0.0,0.0,0.0
Conservation Forest,Piduruthalagala,2022,0.0,0.0,0.0,0.0
Conservation Forest,Rathna Ella,2022,425.6666666666667,314662.0,3719.0,215910.0
Conservation Forest,Rathna Ella (Kandy),2022,0.0,0.0,0.0,0.0
Conservation Forest,Sinharaja Conservation Forest,2022,10045.666666666668,9326626.0,37216.333333333336,3384107.6666666665
Conservation Forest,Udawattakele Conservation Forest,2022,3897.3333333333335,3034234.6666666665,18153.0,910972.3333333334
Conservation Forest,Yahangala,2022,0.0,0.0,0.0,0.0
Cultural Triangle,Abhayagiriya,2022,778.0,6000896.0,17392.333333333332,1254873.3333333335
Cultural Triangle,Apegama,2022,895.0,628904.0,12547.0,827030.0
Cultural Triangle,Buduruwagala,2022,15330.666666666666,9851261.333333334,0.0,0.0
Cultural Triangle,Dambulla,2022,8705.0,3124430.0,0.0,0.0
Cultural Triangle,Dambulla Museum,2022,281.3333333333333,151690.77777777778,658.7777777777778,51733.33333333333
Cultural Triangle,Galle,2022,3683.0,2897957.0,8387.0,330835.0
Cultural Triangle,Galle Museum,2022,11023.0,15553784.324444445,53435.77777777778,3834471.111111111
Cultural Triangle,Ibbankatuwa,2022,2119.0,1035992.0,10138.0,190310.0
Cultural Triangle,Ibbankatuwa Ancient Burial Ground,2022,767.25,395101.4975,21822.25,1444332.5
Cultural Triangle,Jaffna Fort,2022,0.0,0.0,0.0,0.0
Cultural Triangle,Jethawanaya,2022,32500.333333333336,210198250.0,10085.333333333334,881268.6666666666
Cultural Triangle,Kandy,2022,45.0,8196.0,1008.0,17420.0
Cultural Triangle,Kandy Museum,2022,203.22222222222223,60697.473333333335,8502.111111111111,337759.5555555555
Cultural Triangle,Kataragama,2022,805.0,524524.0,1584.0,29200.0
Cultural Triangle,Kataragama Museum,2022,55.55555555555556,90971.77777777778,5641.555555555555,361322.22222222225
Cultural Triangle,Lahugala,2022,216.0,67516.79999999999,119.60000000000001,4424.0
Cultural Triangle,Namal Uyana,2022,758.0,857527.3333333334,35819.666666666664,1357634.0
Cultural Triangle,Polonnaruwa,2022,89115.66666666666,585047666.6666667,23080.333333333336,1918608.3333333333
Cultural Triangle,Ramba,2022,53.666666666666664,34594.33333333333,0.0,0.0
Cultural Triangle,Rathugala,2022,0.0,0.0,0.0,0.0
Cultural Triangle,Ritigala,2022,0.0,0.0,19124.0,336710.0
Cultural Triangle,Ritigala Forest Monastery,2022,7642.5,7778135.0,36116.25,1260398.5
Cultural Triangle,Sigiriya,2022,216200.3333333333,1761401972.6666667,479172.3333333333,41658358.33333333
Cultural Triangle,Trincomalee,2022,0.0,0.0,0.0,0.0
Cultural Triangle,Yapahuwa,2022,15.0,13660.0,0.0,0.0
Museum,Anuradapura Folk Museum,2022,126.0,12600.0,724.0,2748.0
Museum,Anuradhapura Folk Museum,2022,8.333333333333332,2500.0,553.3333333333333,8683.333333333332
Museum,Colombo National Museum,2022,25684.000066666667,30631895.333403334,129462.3334,7972350.00007
Museum,Dambulla Museum,2022,287.0,146018.66666666666,644.6666666666666,45500.0
Museum,Dutch Museum,2022,0.0,0.0,0.0,0.0
Museum,Galle Maritime Museum,2022,2665.333333333333,1345800.0,30745.333333333332,1001935.0
Museum,Galle Museum,2022,11257.0,14791456.486666666,53128.666666666664,3501731.6666666665
Museum,Galle National Museum,2022,2743.0,1377816.6666666665,23286.333333333332,716813.3333333334
Museum,Hambantota National Museum,2022,159.33333333333334,86400.0,1189.3333333333333,45416.666666666664
Museum,Independence Memorial Museum,2022,883.3333333333333,402733.3333333333,10840.333333333332,333743.3333333333
Museum,Kandy Museum,2022,199.33333333333334,57981.71,8118.666666666667,303139.3333333333
Museum,Kandy National Museum,2022,1615.3333333333335,960000.0,15137.666666666666,884381.6666666666
Museum,Kataragama Museum,2022,57.333333333333336,86793.66666666667,6159.333333333333,333133.3333333334
Museum,Natural History Museum,2022,3198.3333333333335,3872066.6666666665,64029.333333333336,3589336.6666666665
Museum,Polonnaruwa Museum,2022,99.0,110366.66666666667,41340.333333333336,2703323.3333333335
Museum,Rathnapura National Museum,2022,80.33333333333333,45700.0,17618.666666666664,1168843.3333333333
Other,Apegama,2022,895.0,628904.0,12547.0,827030.0
Wildlife Park,Angammedilla,2022,39640.333333333336,688.6666666666666,250.33333333333331,22065.0
Wildlife Park,Bar Reef - Kalpitiya,2022,126135.66666666667,1123202.0,3632.6666666666665,3375875.3333333335
Wildlife Park,Bundala,2022,220992.66666666666,1430195.6666666665,4260.666666666667,10775630.666666666
Wildlife Park,Eth Athuru Sevana,2022,6538015.333333333,2722034.0,49542.66666666667,66262931.666666664
Wildlife Park,Galoya,2022,217317.33333333334,171868.0,4504.0,4533355.333333333
Wildlife Park,Galways Land,2022,530526.6666666666,10127.333333333334,733.6666666666666,885846.6666666666
Wildlife Park,Girithale,2022,0.0,0.0,0.0,0.0
Wildlife Park,Hikkaduwa,2022,799658.0,46775.66666666667,4018.0,1353091.0
Wildlife Park,Horagolla,2022,287548.3333333333,10370.0,1123.0,61775.333333333336
Wildlife Park,Horton Plains,2022,20638194.0,17479066.333333336,54181.333333333336,166765568.0
Wildlife Park,Hurulu Eco Park,2022,56442.5,84550395.5,32473.5,4399809.0
Wildlife Park,Kalawewa,2022,12000.0,591.3333333333334,217.33333333333334,78670.0
Wildlife Park,Kaudulla,2022,4493239.333333333,118494.66666666666,37936.0,257038402.0
Wildlife Park,Kumana,2022,3593776.6666666665,379578.3333333334,9622.666666666668,18616134.666666668
Wildlife Park,Kumana Bird Sanctuary,2022,11471.0,0.07,0.0,0.0
Wildlife Park,Lahugala,2022,288.0,90022.4,59.80000000000001,2212.0
Wildlife Park,Lunugamwehera,2022,189.0,349236.0,1857.0,83180.0
Wildlife Park,Maduruoya,2022,62140.333333333336,102417.66666666666,813.6666666666666,812848.0
Wildlife Park,Minneriya,2022,2970446.6666666665,1412416.6666666665,23133.333333333332,78960076.0
Wildlife Park,Mirissa,2022,1069411.3333333335,25172332.0,41737.333333333336,110831691.0
Wildlife Park,Pigeon Island,2022,5251267.0,748627.3333333333,15627.333333333334,44029065.333333336
Wildlife Park,Udawalawa,2022,9735035.666666666,48151938.66666667,82535.66666666667,484779556.0
Wildlife Park,Wasgomuwa,2022,346862.0,96783.33333333334,4051.666666666667,3600876.0
Wildlife Park,Wilpattu,2022,4885988.333333333,6672634.0,27225.666666666668,133588045.0
Wildlife Park,Yala,2022,25389088.333333332,60113868.66666667,196824.66666666666,1144349637.0
Zoological Garden,Dehiwala,2022,12244.0,39929322.66666667,949240.3333333334,171453230.0
Zoological Garden,Pinnawala,2022,76812.66666666667,289663174.0,333131.6666666666,57649896.666666664
Zoological Garden,Ridiyagama Safari Park,2022,3559.0,13495651.333333334,183565.6666666667,66281606.666666664
Botanical Garden,Avissawella,2023,285.0,600523.0,202965.0,23569450.0
Botanical Garden,Gampaha,2023,165.0,1244500.0,129506.0,17073700.0
Botanical Garden,Ganewattha,2023,5.0,11000.0,631.0,78220.0
Botanical Garden,Hakgala,2023,14844.0,36657500.0,548742.0,63270140.0
Botanical Garden,Mirijawila,2023,579.75,1392350.0,59306.5,5657465.0
Botanical Garden,Mirijjawila Botanical Garden,2023,753.0,1818000.0,65416.0,6612940.0
Botanical Garden,Peradeniya,2023,211677.0,528319700.0,977869.0,112456710.0
Conservation Forest,Adahalena Ella (Galle),2023,0.0,0.0,0.0,0.0
Conservation Forest,Badagamuwa Ecological Zone,2023,1.0,522.0,5752.0,234956.0
Conservation Forest,Badulla,2023,0.0,0.0,0.0,0.0
Conservation Forest,Badulla Haputhale,2023,10972.0,7779054.0,8336.0,492141.0
Conservation Forest,Dolukanda,2023,7.0,4590.0,2119.0,133650.0
Conservation Forest,Ek Gal Oya,2023,0.0,0.0,205.0,0.0
Conservation Forest,Gal Oya,2023,2401.0,1866130.0,654.0,67096.0
Conservation Forest,Galwila Eco Park,2023,9.0,6885.0,153.0,15285.0
Conservation Forest,Geradigala,2023,1.0,783.0,278.0,29009.0
Conservation Forest,Hurulu Eco Park,2023,67618.0,115617391.0,43585.0,7337913.0
Conservation Forest,Kande Ela Forest,2023,0.0,0.0,371.0,13344.0
Conservation Forest,Kande Ela Nuwara Eliya,2023,0.0,0.0,0.0,0.0
Conservation Forest,Kanneliya Conservation Forest,2023,1726.0,1722261.0,33739.0,2578005.0
Conservation Forest,Knuckles Conservation Forest,2023,17982.0,3047214.0,123223.0,7147194.0
Conservation Forest,Kottawa Conservation Forest,2023,186.0,101583.0,1185.0,70482.0
Conservation Forest,Kurulukele,2023,0.0,0.0,1765.0,94990.0
Conservation Forest,Makandawa Conservation Forest,2023,557.0,411653.0,1491.0,80178.0
Conservation Forest,Mandaramnuwara,2023,3.0,2348.0,14227.0,847825.0
Conservation Forest,Nuwaragala,2023,0.0,7826.0,1166.0,143375.0
Conservation Forest,Piduruthalagala,2023,54.0,40695.0,15362.0,857685.0
Conservation Forest,Rathna Ella,2023,638.0,471843.0,5076.0,303565.0
Conservation Forest,Rathna Ella (Kandy),2023,0.0,0.0,0.0,0.0
Conservation Forest,Sinharaja Conservation Forest,2023,12232.0,12021189.0,45153.0,4799506.0
Conservation Forest,Udawattakele Conservation Forest,2023,3947.0,3044352.0,21781.0,1177126.0
Conservation Forest,Yahangala,2023,2.0,1565.0,82.0,8557.0
Cultural Triangle,Abhayagiriya,2023,984.0,8240425.0,18681.0,1738300.0
Cultural Triangle,Apegama,2023,895.0,628904.0,12547.0,827030.0
Cultural Triangle,Buduruwagala,2023,22996.0,14776892.0,0.0,0.0
Cultural Triangle,Dambulla,2023,8705.0,3124430.0,0.0,0.0
Cultural Triangle,Dambulla Museum,2023,270.0,163035.0,687.0,64200.0
Cultural Triangle,Galle,2023,3683.0,2897957.0,8387.0,330835.0
Cultural Triangle,Galle Museum,2023,10555.0,17078440.0,54050.0,4499950.0
Cultural Triangle,Ibbankatuwa,2023,2119.0,1035992.0,10138.0,190310.0
Cultural Triangle,Ibbankatuwa Ancient Burial Ground,2023,689.0,414084.0,18949.0,1732250.0
Cultural Triangle,Jaffna Fort,2023,10292.0,12013301.0,244827.0,6972210.0
Cultural Triangle,Jethawanaya,2023,40390.0,278882489.0,14902.0,1317713.0
Cultural Triangle,Kandy,2023,45.0,8196.0,1008.0,17420.0
Cultural Triangle,Kandy Museum,2023,211.0,66129.0,9269.0,407000.0
Cultural Triangle,Kataragama,2023,805.0,524524.0,1584.0,29200.0
Cultural Triangle,Kataragama Museum,2023,52.0,99328.0,4606.0,417700.0
Cultural Triangle,Lahugala,2023,360.0,112528.0,0.0,0.0
Cultural Triangle,Namal Uyana,2023,1041.0,1251786.0,41541.0,1828532.0
Cultural Triangle,Polonnaruwa,2023,109915.0,772915599.0,27794.0,2602375.0
Cultural Triangle,Ramba,2023,76.0,48576.0,0.0,0.0
Cultural Triangle,Rathugala,2023,201.0,100457.0,0.0,24583.0
Cultural Triangle,Ritigala,2023,0.0,0.0,19124.0,336710.0
Cultural Triangle,Ritigala Forest Monastery,2023,7121.0,9591066.0,30559.0,1398698.0
Cultural Triangle,Sigiriya,2023,272475.0,2373358021.0,627712.0,57793950.0
Cultural Triangle,Trincomalee,2023,350.0,947856.0,5047.0,491900.0
Cultural Triangle,Yapahuwa,2023,15.0,13660.0,0.0,0.0
Museum,Anuradapura Folk Museum,2023,126.0,12600.0,724.0,2748.0
Museum,Anuradhapura Folk Museum,2023,0.0,0.0,0.0,0.0
Museum,Colombo National Museum,2023,32645.0001,40041143.0001,181923.0001,11309190.0001
Museum,Dambulla Museum,2023,275.6666666666667,157362.88888888888,672.8888888888889,57966.666666666664
Museum,Dutch Museum,2023,0.0,0.0,0.0,0.0
Museum,Galle Maritime Museum,2023,3452.0,1858800.0,41538.0,1441485.0
Museum,Galle Museum,2023,10789.0,16316112.162222221,53742.88888888889,4167210.5555555555
Museum,Galle National Museum,2023,3464.0,1874200.0,31772.0,1034025.0
Museum,Hambantota National Museum,2023,228.0,124200.0,1444.0,62630.0
Museum,Independence Memorial Museum,2023,1086.0,535400.0,14093.0,483390.0
Museum,Kandy Museum,2023,207.11111111111111,63413.236666666664,8885.555555555555,372379.77777777775
Museum,Kandy National Museum,2023,1966.0,1169000.0,19657.0,1262820.0
Museum,Kataragama Museum,2023,53.77777777777778,95149.88888888889,5123.777777777777,389511.1111111111
Museum,Natural History Museum,2023,4271.0,5399100.0,90462.0,5154180.0
Museum,Polonnaruwa Museum,2023,107.0,124800.0,46654.0,2885850.0
Museum,Rathnapura National Museum,2023,120.0,68300.0,25747.0,1735635.0
Other,Apegama,2023,895.0,628904.0,12547.0,827030.0
Wildlife Park,Angammedilla,2023,59460.0,1033.0,2.0,7956.0
Wildlife Park,Bar Reef - Kalpitiya,2023,188030.0,10057.0,1922.0,4994218.0
Wildlife Park,Bundala,2023,330360.0,9718.0,4131.0,16075246.0
Wildlife Park,Eth Athuru Sevana,2023,9799070.0,173676.0,61596.0,99174995.0
Wildlife Park,Galoya,2023,325530.0,13819.0,4281.0,6738938.0
Wildlife Park,Galways Land,2023,795790.0,15191.0,341.0,1299200.0
Wildlife Park,Girithale,2023,295720.0,8714.0,104.0,64523.0
Wildlife Park,Hikkaduwa,2023,1198250.0,32447.0,1385.0,2007665.0
Wildlife Park,Horagolla,2023,431320.0,11030.0,19.0,29558.0
Wildlife Park,Horton Plains,2023,30947100.0,245706.0,30950.0,247267547.0
Wildlife Park,Hurulu Eco Park,2023,63892.833333333336,105261725.83333333,39881.166666666664,6358545.0
Wildlife Park,Kalawewa,2023,18000.0,887.0,121.0,109805.0
Wildlife Park,Kaudulla,2023,6739800.0,94623.0,49059.0,385314243.0
Wildlife Park,Kumana,2023,5390380.0,28530.0,7267.0,27557142.0
Wildlife Park,Kumana Bird Sanctuary,2023,11471.0,0.07,0.0,0.0
Wildlife Park,Lahugala,2023,25170.0,477.0,40.0,154234.0
Wildlife Park,Lunugamwehera,2023,189.0,349236.0,1857.0,83180.0
Wildlife Park,Maduruoya,2023,93130.0,1939.0,315.0,1177402.0
Wildlife Park,Minneriya,2023,4454910.0,62064.0,21170.0,117657669.0
Wildlife Park,Mirissa,2023,1582500.0,76959.0,60900.0,166058035.0
Wildlife Park,Pigeon Island,2023,7876310.0,63376.0,9384.0,65500573.0
Wildlife Park,Udawalawa,2023,14575800.0,188388.0,89827.0,725187069.0
Wildlife Park,Wasgomuwa,2023,519980.0,10361.0,1347.0,5278824.0
Wildlife Park,Wilpattu,2023,7325300.0,74083.0,24970.0,199439528.0
Wildlife Park,Yala,2023,38050064.0,466437.0,214572.0,1708426610.0
Zoological Garden,Dehiwala,2023,15837.0,55062934.0,1272912.0,242911660.0
Zoological Garden,Pinnawala,2023,114867.0,434253786.0,452559.0,82131470.0
Zoological Garden,Pinnawala,2023,14458.0,19723848.0,263407.0,48253570.0
Zoological Garden,Ridiyagama Safari Park,2023,5138.0,19710277.0,221938.0,84595200.0
Botanical Garden,Avissawella,2024,285.0,600523.0,202965.0,23569450.0
Botanical Garden,Gampaha,2024,165.0,1244500.0,129506.0,17073700.0
Botanical Garden,Ganewattha,2024,5.0,11000.0,631.0,78220.0
Botanical Garden,Hakgala,2024,14844.0,36657500.0,548742.0,63270140.0
Botanical Garden,Mirijawila,2024,753.0,1818000.0,65416.0,6612940.0
Botanical Garden,Mirijjawila Botanical Garden,2024,753.0,1818000.0,65416.0,6612940.0
Botanical Garden,Peradeniya,2024,211677.0,528319700.0,977869.0,112456710.0
Conservation Forest,Adahalena Ella (Galle),2024,1637.0,880911.81,3952.0,351042.5
Conservation Forest,Badagamuwa Ecological Zone,2024,16.0,11822.0,5791.0,320923.62
Conservation Forest,Badulla,2024,19876.0,16152669.13,11441.0,645833.04
Conservation Forest,Badulla Haputhale,2024,10972.0,7779054.0,8336.0,492141.0
Conservation Forest,Dolukanda,2024,7.0,4652.22,190.0,12363.06
Conservation Forest,Ek Gal Oya,2024,0.0,0.0,480.0,396000.0
Conservation Forest,Gal Oya,2024,404.0,317237.3,171.0,17961.87
Conservation Forest,Galwila Eco Park,2024,33.0,8704.3,135.0,33631.3
Conservation Forest,Geradigala,2024,0.0,2065328.95,0.0,292815.43
Conservation Forest,Hurulu Eco Park,2024,176266.0,279367491.5,68561.0,35025805.1
Conservation Forest,Kande Ela Forest,2024,0.0,0.0,371.0,13344.0
Conservation Forest,Kande Ela Nuwara Eliya,2024,2.0,1576.28,1856.0,69386.96
Conservation Forest,Kanneliya Conservation Forest,2024,2781.0,1962660.44,40762.0,3474203.96
Conservation Forest,Knuckles Conservation Forest,2024,6390.0,3456308.75,241881.0,13001071.24
Conservation Forest,Kottawa Conservation Forest,2024,233.0,180407.79,982.0,58969.89
Conservation Forest,Kurulukele,2024,0.0,13878.36,1705.0,88342.58
Conservation Forest,Makandawa Conservation Forest,2024,896.0,667944.66,2085.0,130802.09
Conservation Forest,Mandaramnuwara,2024,8.0,6305.12,23168.0,1419846.8
Conservation Forest,Nuwaragala,2024,0.0,0.0,1315.0,139247.4
Conservation Forest,Piduruthalagala,2024,159.0,122975.28,11718.0,542055.66
Conservation Forest,Rathna Ella,2024,638.0,471843.0,5076.0,303565.0
Conservation Forest,Rathna Ella (Kandy),2024,961.0,813480.62,3647.0,354346.95
Conservation Forest,Sinharaja Conservation Forest,2024,21216.0,20665336.59,48865.0,4681943.06
Conservation Forest,Udawattakele Conservation Forest,2024,9036.0,6861438.05,20577.0,1450145.66
Conservation Forest,Yahangala,2024,0.0,0.0,0.0,0.0
Cultural Triangle,Abhayagiriya,2024,984.0,8240425.0,18681.0,1738300.0
Cultural Triangle,Apegama,2024,895.0,628904.0,12547.0,827030.0
Cultural Triangle,Buduruwagala,2024,22996.0,14776892.0,0.0,0.0
Cultural Triangle,Dambulla,2024,8705.0,3124430.0,0.0,0.0
Cultural Triangle,Dambulla Museum,2024,270.0,163035.0,687.0,64200.0
Cultural Triangle,Galle,2024,3683.0,2897957.0,8387.0,330835.0
Cultural Triangle,Galle Museum,2024,10555.0,17078440.0,54050.0,4499950.0
Cultural Triangle,Ibbankatuwa,2024,2119.0,1035992.0,10138.0,190310.0
Cultural Triangle,Ibbankatuwa Ancient Burial Ground,2024,689.0,414084.0,18949.0,1732250.0
Cultural Triangle,Jaffna Fort,2024,10292.0,12013301.0,244827.0,6972210.0
Cultural Triangle,Jethawanaya,2024,40390.0,278882489.0,14902.0,1317713.0
Cultural Triangle,Kandy,2024,45.0,8196.0,1008.0,17420.0
Cultural Triangle,Kandy Museum,2024,211.0,66129.0,9269.0,407000.0
Cultural Triangle,Kataragama,2024,805.0,524524.0,1584.0,29200.0
Cultural Triangle,Kataragama Museum,2024,52.0,99328.0,4606.0,417700.0
Cultural Triangle,Lahugala,2024,360.0,112528.0,0.0,0.0
Cultural Triangle,Namal Uyana,2024,1041.0,1251786.0,41541.0,1828532.0
Cultural Triangle,Polonnaruwa,2024,109915.0,772915599.0,27794.0,2602375.0
Cultural Triangle,Ramba,2024,76.0,48576.0,0.0,0.0
Cultural Triangle,Rathugala,2024,201.0,100457.0,0.0,24583.0
Cultural Triangle,Ritigala,2024,0.0,0.0,19124.0,336710.0
Cultural Triangle,Ritigala Forest Monastery,2024,7121.0,9591066.0,30559.0,1398698.0
Cultural Triangle,Sigiriya,2024,272475.0,2373358021.0,627712.0,57793950.0
Cultural Triangle,Trincomalee,2024,350.0,947856.0,5047.0,491900.0
Cultural Triangle,Yapahuwa,2024,15.0,13660.0,0.0,0.0
Museum,Anuradapura Folk Museum,2024,126.0,12600.0,724.0,2748.0
Museum,Anuradhapura Folk Museum,2024,0.0,0.0,0.0,0.0
Museum,Colombo National Museum,2024,32645.0001,40041143.0001,181923.0001,11309190.0001
Museum,Dambulla Museum,2024,270.0,163035.0,687.0,64200.0
Museum,Dutch Museum,2024,0.0,0.0,0.0,0.0
Museum,Galle Maritime Museum,2024,3452.0,1858800.0,41538.0,1441485.0
Museum,Galle Museum,2024,10555.0,17078440.0,54050.0,4499950.0
Museum,Galle National Museum,2024,3464.0,1874200.0,31772.0,1034025.0
Museum,Hambantota National Museum,2024,228.0,124200.0,1444.0,62630.0
Museum,Independence Memorial Museum,2024,1086.0,535400.0,14093.0,483390.0
Museum,Kandy Museum,2024,211.0,66129.0,9269.0,407000.0
Museum,Kandy National Museum,2024,1966.0,1169000.0,19657.0,1262820.0
Museum,Kataragama Museum,2024,52.0,99328.0,4606.0,417700.0
Museum,Natural History Museum,2024,4271.0,5399100.0,90462.0,5154180.0
Museum,Polonnaruwa Museum,2024,107.0,124800.0,46654.0,2885850.0
Museum,Rathnapura National Museum,2024,120.0,68300.0,25747.0,1735635.0
Other,Apegama,2024,895.0,628904.0,12547.0,827030.0
Wildlife Park,Angammedilla,2024,5.0,18310.32,637.0,32800.0
Wildlife Park,Bar Reef - Kalpitiya,2024,3146.0,7438774.0,10139.0,214410.0
Wildlife Park,Bundala,2024,7194.0,26033899.6,7469.0,442140.0
Wildlife Park,Eth Athuru Sevana,2024,89157.0,102832902.0,122816.0,7902866.0
Wildlife Park,Galoya,2024,6734.0,23726710.0,7256.0,427770.0
Wildlife Park,Galways Land,2024,674.0,2252146.0,15105.0,734150.0
Wildlife Park,Girithale,2024,295720.0,8714.0,104.0,64523.0
Wildlife Park,Hikkaduwa,2024,1492.0,2063637.0,36421.0,1394160.0
Wildlife Park,Horagolla,2024,45.0,64787.04,11573.0,452980.0
Wildlife Park,Horton Plains,2024,52883.0,394197197.0,296515.0,42651390.0
Wildlife Park,Hurulu Eco Park,2024,121942.0,197492441.25,56073.0,21181859.05
Wildlife Park,Kalawewa,2024,17.0,0.0,527.0,3340.0
Wildlife Park,Kaudulla,2024,21582.0,158348221.33,22334.0,3346510.0
Wildlife Park,Kumana,2024,10980.0,39484171.0,24614.0,1551890.0
Wildlife Park,Kumana Bird Sanctuary,2024,11471.0,0.07,0.0,0.0
Wildlife Park,Lahugala,2024,41.0,139849.2,646.0,37650.0
Wildlife Park,Lunugamwehera,2024,189.0,349236.0,1857.0,83180.0
Wildlife Park,Maduruoya,2024,342.0,1206205.62,1877.0,108130.0
Wildlife Park,Minneriya,2024,76086.0,385523618.45,78397.0,8480300.0
Wildlife Park,Mirissa,2024,1582500.0,76959.0,60900.0,166058035.0
Wildlife Park,Pigeon Island,2024,12535.0,90992485.0,57957.0,8436250.0
Wildlife Park,Udawalawa,2024,128183.0,905924835.48,136509.0,17324600.0
Wildlife Park,Wasgomuwa,2024,2733.0,9690191.14,12538.0,721750.0
Wildlife Park,Wilpattu,2024,54216.0,392679478.04,75903.0,10905450.0
Wildlife Park,Yala,2024,353646.0,2718936703.32,293058.0,44990039.0
Zoological Garden,Dehiwala,2024,15837.0,55062934.0,1272912.0,242911660.0
Zoological Garden,Pinnawala,2024,114867.0,434253786.0,452559.0,82131470.0
Zoological Garden,Pinnawala,2024,14458.0,19723848.0,263407.0,48253570.0
Zoological Garden,Ridiyagama Safari Park,2024,5138.0,19710277.0,221938.0,84595200.0
